"dg-description","dg-ndc","dg-strength","dg-search-code","dg-supplier-code","dg-description-generic","dg-dispensing-units","dg-dea-class","dg-pkg-size-units","dg-standard-qty","dg-lot-nbr","dg-price(1)","dg-price(2)","dg-price(3)","dg-price(4)","dg-price(5)","dg-price(6)","dg-price(7)","dg-price(8)","dg-price(9)","dg-acquis-percent-of-awp","dg-fee-schedule","dg-tax-schedule","dg-compound-code","dg-drug-type-override","dg-hot-list-code","dg-unit-dose-code","dg-exception-price-percent","dg-exception-drug-y-n","dg-exception-prorate-y-n","dg-special-price-y-n","dg-external-use-y-n","dg-generic-y-n","dg-jobber-y-n","dg-maintenance-y-n","dg-inactive-code","dg-pkg-insert-y-n","dg-price-poster-qty","dg-state-code","dg-state-generic-y-n","dg-alt-product-code","dg-alt-product-type","dg-generic-ind","dg-generic-price-ind","dg-3pty-conv-factor","dg-comments","dg-date-last-change","dg-orange-book-code-fdb","dg-days-till-expires","dg-nbr-disp-pkgs","dg-message-nbr","dg-pkg-size-dec-metric","dg-obsolete-date","dg-ndc-new","dg-ndc-prev","dg-drug-form-code","dg-location-id","dg-location-device-id","dg-monitor-refills-y-n","dg-insulin-syringe","dg-non-insulin-syringe","dg-injectable-non-insulin","dg-otc","dg-state-restricted","dg-fertility","dg-vitamin","dg-desi-drug","dg-cosmetic-indications","dg-aids-related-drug","dg-smoking-deterrent","dg-fluoride","dg-ostomy-supplies","dg-topical-contraceptive","dg-misc-diabetic-supplies","dg-needle","dg-laxative","dg-insulin","dg-hematinic","dg-antacid","dg-diagnostic","dg-antiobesity-drug","dg-oral-contraceptive","dg-anti-anexiety-agent","dg-orange-book-code","dg-generic-code-seq-nbr","dg-preferred-product-code","dg-fdb-hic3-code","dg-skip-generic-disp-y-n","dg-nbr-of-doses-in-container","dg-date-last-update","dg-new-drug-y-n","dg-date-record-added","dg-time-record-added","dg-date-last-dispensed","dg-price-date-last-update(1)","dg-price-date-last-update(2)","dg-price-date-last-update(3)","dg-price-date-last-update(4)","dg-price-date-last-update(5)","dg-price-date-last-update(6)","dg-price-date-last-update(7)","dg-price-date-last-update(8)","dg-price-date-last-update(9)","dg-maintain-inventory-y-n","dg-maintain-0-on-hand-qty","dg-qty-on-hand-desired","dg-qty-on-hand","dg-qty-on-order","dg-qty-reorder","dg-reorder-point","dg-reorder-method-code","dg-meth2-min-days-sup","dg-meth2-max-days-sup","dg-meth2-min-reorder-qty","dg-meth2-max-reorder-qty","dg-date-ordered","dg-purchase-order-nbr","dg-inv-adj-percent","dg-inv-buffer-qty","dg-adjust-reorder-point","dg-inv-months-back","dg-inv-months-forward","dg-monthly-qty(1)","dg-monthly-qty(2)","dg-monthly-qty(3)","dg-monthly-qty(4)","dg-monthly-qty(5)","dg-monthly-qty(6)","dg-monthly-qty(7)","dg-monthly-qty(8)","dg-monthly-qty(9)","dg-monthly-qty(10)","dg-monthly-qty(11)","dg-monthly-qty(12)","dg-monthly-qty(13)","dg-monthly-rxs(1)","dg-monthly-rxs(2)","dg-monthly-rxs(3)","dg-monthly-rxs(4)","dg-monthly-rxs(5)","dg-monthly-rxs(6)","dg-monthly-rxs(7)","dg-monthly-rxs(8)","dg-monthly-rxs(9)","dg-monthly-rxs(10)","dg-monthly-rxs(11)","dg-monthly-rxs(12)","dg-monthly-rxs(13)","dg-date-dg-usage-rolled","dg-lot-date-expires","dg-warehouse-drug-y-n","dg-manual-or-fdb-drug","dg-ndc-configuration-ind","dg-drug-of-choice-ndc","dg-dummy-warehouse-y-n","dg-supplier-of-drug","dg-generic-code-nbr","dg-sup1-pkg-size","dg-sup2-pkg-size","dg-supplier-code-2","dg-supplier-of-drug-2","dg-route-code","dg-fdb-dosage-form-desc","dg-ingredient-message","dg-automed-dispensed-y-n","dg-code1-product-y-n","dg-record-type"
"METOCLOPRAMIDE 10 MG TABLETTEV","00093220305","10",,,"METOCLOPRAMIDE HCL","TA","06","00500",,,"00000.2605","00000.2605","00000.2605",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","Y",,"N",,,,,"Y",,,"1","9","0001",,"05042017","AB",,,,"00500.0000",,,,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"005231","01","J9A",,,"05032017","N","10142016","00000208","05062017",,,,,,,,,,"Y",,"000560.000","0000300",,,"0000560","1",,,,,,"2000000",,,,,,,,"000000120",,,,,,,,"000000360","000000360","000000360",,,"0000001",,,,,,,,"0000001","0000001","0000001","05062017",,,,"1",,,"01","0021020",,,,,,"TA",,,,"01"
"METOLAZONE 2.5 MG TABLET MYL","00378617201","2.5",,,"METOLAZONE","TA","06","00100",,,"00002.3693","00002.3693","00002.3693",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","Y",,"Y",,,,,"Y",,,"1","9","0001",,"05042017","AB",,,,"00100.0000",,,,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"008217","01","R1F",,,"05032017","N","03262017","00000930","05062017",,,,,,,,,,"Y",,"000100.000","0000050",,,"0000100","1",,,,,,"2000000",,,,,,,,"000000030",,,,,,,,,,"000000120",,,"0000001",,,,,,,,,,"0000001","05062017",,,,"1",,,"01","0034991",,,,,,"TA",,,,"01"
"METOPROLOL TARTRATE 100 MG AUR","65862006401","100",,,"METOPROLOL TARTRATE","TA","06","00100",,,"00000.8010","00000.8010","00000.8010",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","Y",,"Y",,,,,"Y",,,"1","9","0001",,"10152016","AB",,,,"00100.0000",,,,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"005131",,"J7C",,,"05032017","N","10152016","00000439",,,,,,,,,,,"Y",,,"0000720",,,,"1",,,,,,"2000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,"01","0020641",,,,,,"TA",,,,"01"
"METOPROLOL TARTRATE 100 MG CAR","57664016752","100",,,"METOPROLOL TARTRATE","TA","06","00100",,,"00000.8010","00000.8010","00000.8010",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","Y",,"Y",,,,,"Y",,,"1","9","0001",,"05042017","AB",,,,"00100.0000",,,,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"005131","01","J7C",,,"05032017","N","05032017","00002331",,,,,,,,,,,"Y",,"000200.000",,,,"0000200","1",,,,,,"2000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,"01","0020641",,,,,,"TA",,,,"01"
"METOPROLOL TARTRATE 100 MG MAJ","00904634280","100",,,"METOPROLOL TARTRATE","TA","06","01000",,,"00000.7500","00000.7500","00000.7500",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","Y",,"Y",,,,,"Y",,,"1","9","0001",,"10142016","AB",,,,"01000.0000",,,,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"005131",,"J7C",,,"05032017","N","10142016","00000209",,,,,,,,,,,"Y",,,,,"0001000","0000180","1",,,,,,"2000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,"01","0020641",,,,,,"TA",,,,"01"
"METOPROLOL TARTRATE 25 MG TCAR","57664050658","25",,,"METOPROLOL TARTRATE","TA","06","01000",,,"00000.2700","00000.2700","00000.2700",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","Y",,"Y",,,,,"Y",,,"1","9","0001",,"11162016","AB",,,,"01000.0000",,,,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"050631",,"J7C",,,"05032017","N","10152016","00000439","10292016",,,,,,,,,,"Y",,,,,,,"1",,,,,,"2000000",,,,,,,,,,,,,,,,,,"000000540",,,,,,,,,,,,,"0000003","10222016",,,,"2",,,"01","0017734",,,,,,"TA",,,,"01"
"METOPROLOL TARTRATE 25 MG TMAJ","00904634080","25",,,"METOPROLOL TARTRATE","TA","06","01000",,,"00000.2476","00000.2476","00000.2476",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","Y",,"Y",,,,,"Y",,,"1","9","0001",,"05042017","AB",,,,"01000.0000",,,,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"050631","01","J7C",,,"05032017","N","10142016","00000208","04292017",,,,,,,,,,"Y",,"002000.000","0002170",,,"0000538","1",,,,,,"2000000",,,,,,"000000750","000000180","000000276",,,,,,,,"000000180",,"000000444","0000006","0000001","0000002",,,,,,,,"0000001",,"0000004","04012017",,,,"1",,,"01","0017734",,,,,,"TA",,,,"01"
"METOPROLOL TARTRATE 50 MG TAUR","65862006399","50",,,"METOPROLOL TARTRATE","TA","06","01000",,,"00000.5443","00000.5443","00000.5443",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","Y",,"Y",,,,,"Y",,,"1","9","0001",,"05042017","AB",,,,"01000.0000",,,,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"005132","01","J7C",,,"05032017","N","10152016","00000243","04292017",,,,,,,,,,"Y",,"002000.000","0001561",,,"0000422","1",,,,,,"2000000",,,,,,"000000510","000000360","000000240",,,,,,,"000000030","000000230","000000318","000000390","0000005","0000002","0000002",,,,,,,"0000001","0000003","0000003","0000003","04082017",,,,"2",,,"01","0020642",,,,,,"TA",,,,"01"
"METRONIDAZOLE 250 MG TABLETPLI","50111033301","250",,"0","METRONIDAZOLE","TA","06","00100",,,"00000.4339","00000.4339","00000.4339",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","Y",,"N",,,,,"Y",,,"1","9","0001",,"05042017","AB",,,,"00100.0000",,,,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"009591","01","W4E",,,"05032017","N","10152016","00000435","12102016",,,,,,,,,,"Y",,"000100.000","0000137",,,"0000100","1",,,,,,"4500000",,,,,,,,,,,,,,,,"000000021",,"000000056",,,,,,,,,,,"0000001",,"0000002","12102016",,,,"2",,,"01","0043031","00001.0000",,,,,"TA",,,,"01"
"METRONIDAZOLE 500 MG TABLETPLI","50111033401","500",,,"METRONIDAZOLE","TA","06","00100",,,"00000.7279","00000.7279","00000.7279",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","Y",,"N",,,,,"Y",,,"1","9","0001",,"05042017","AB",,,,"00100.0000",,,,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"009592","01","W4E",,,"05032017","N","10142016","00000210","04292017",,,,,,,,,,"Y",,"000200.000","0000201",,,"0000060","1",,,,,,"2000000",,,,,,,,"000000022",,,,,,,,"000000014",,"000000014",,,"0000003",,,,,,,,"0000001",,"0000001","04292017",,,,"2",,,"01","0043032",,,,,,"TA",,,,"01"
"MICONAZOLE 100 MG VAG SUPP G+W","00713019757","100",,,"MICONAZOLE NITRATE","EA","07","00007",,,"00000.9329","00000.9329","00000.9329",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","Y",,"N",,,,,"Y",,,"1","9","0001",,"05042017","ZA",,,,"00007.0000",,,,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"007004","01","Q4F",,,"05032017","N","10152016","00000435","11012016",,,,,,,,,,"Y",,"000021.000","0000021",,,"0000021","1",,,,,,"2000000",,,,,,,,,,,,,,,,,,"000000007",,,,,,,,,,,,,"0000001","11012016",,,,"1",,,"01","0028390",,,,,,"QC",,,,"01"
"MIRENA SYSTEM BER","50419042101","20MCG/24HR",,,"LEVONORGESTREL","EA","06","00001",,,"01030.0000","01030.0000","01030.0000",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","N",,"Y",,,,,,,,"2","9","0001",,"11042016","ZA",,,,"00001.0000",,,,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"023725","01","X1C",,,"05032017","N","10142016","00000329",,,,,,,,,,,"Y",,,"0000001",,,,"1",,,,,,"2000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,"01","0011639",,,,,,"YI",,,,"01"
"MIRTAZAPINE 15 MG TABLET UDL","51079008656","15",,,"MIRTAZAPINE","TA","06","00300",,,"00002.7150","00002.7150","00002.7150",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","Y",,"Y",,,,,"Y",,,"1","9","0001",,"05042017","AB",,,,"00300.0000",,,,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"046450","01","H7B",,,"05032017","N","10142016","00000211","04182017",,,,,,,,,,"Y",,"000360.000","0000240",,,"0000228","1",,,,,,"2000000",,,,,,"000000030","000000180",,,,,,,,,"000000180",,"000000090","0000001","0000001",,,,,,,,,"0000001",,"0000001","04182017",,,,"2",,,"01","0016732",,,,,,"TA",,,,"01"
"MISOPROSTOL 200 MCG TABLET GAV","43386016101","200",,,"MISOPROSTOL","TA","06","00100",,,"00001.4295","00001.4295","00001.4295",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","Y",,"Y",,,,,"Y",,,"1","9","0001",,"05042017","AB",,,,"00100.0000",,,,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"002767","01","D4E",,,"05032017","N","10152016","00000435","03282017",,,,,,,,,,"Y",,"000400.000","0000300",,,"0000213","1",,,,,,"2000000",,,,,,,"000000180",,,,,,,,"000000031","000000030","000000170","000000120",,"0000001",,,,,,,,"0000001","0000001","0000001","0000001","03282017",,,,"2",,,"01","0008250",,,,,,"TA",,,,"01"
"MONTELUKAST SOD 10 MG TABLECAM","31722072610","10",,,"MONTELUKAST SODIUM","TA","06","01000",,,"00005.6567","00005.6567","00005.6567",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","Y",,"Y",,,,,"Y",,,"1","9","0001",,"05042017","AB",,,,"01000.0000",,,,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"038451","01","Z4B",,,"05032017","N","10152016","00000235","04222017",,,,,,,,,,"Y",,"000500.000","0000445",,,"0000300","1",,,,,,"2000000",,,,,,,,"000000090",,,,,,,,,,"000000135",,,"0000001",,,,,,,,,,"0000002","04182017",,,,"2",,,"01","0094444",,,,,,"TA",,,,"01"
"MONTELUKAST SOD 10 MG TABLEQUA","00603465532","10",,"0","MONTELUKAST SODIUM","TA","06","01000",,,"00002.7795","00002.7795","00000.1334",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","Y",,"Y",,,,,"Y",,,"1","9","0001",,"12032016","AB",,,,"01000.0000",,,,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"038451",,"Z4B",,,"05032017","N","10152016","00000435","03072017",,,,,,,,,,"Y",,,"0000097",,,,"1",,,,,,"4500000",,,,,,"000000090",,,,,,,,,"000000090","000000180",,"000000030","0000001",,,,,,,,,"0000001","0000002",,"0000001","03072017",,,,"1",,,"00","0094444","00001.0000",,,,,"TA",,,,"01"
"MULTIVITAMINS TABLET RUG","00536404610",,,,"MULTIVITAMIN","TA","07","01000",,,"00000.0191","00000.0124","00000.0191",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","Y",,"N",,,,,"Y",,,"1","9","0001",,"05042017","ZB",,,,"01000.0000",,,,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"002532","01","C6Z",,,"05032017","N","10142016","00000212","05062017",,,,,,,,,,"Y",,"002000.000","0003090",,,"0000425","1",,,,,,"2000000",,,,,,"000000600","000000539","000000540","000000770",,,,,,"000000390","000000825","000000447","000000175","0000008","0000009","0000007","0000011",,,,,,"0000005","0000011","0000007","0000003","05022017",,,,"1",,,"01","0095500",,,,,,"TA",,,,"01"
"MUPIROCIN 2% OINTMENT TAR","51672131200","2",,,"MUPIROCIN","GM","06","00022",,,"00001.1364","00001.1364","00001.1364",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","Y",,"N",,,,,"Y",,,"1","9","0001",,"05042017","AB",,,,"00022.0000",,,,"3",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"007732","01","Q5W",,,"05032017","N","10142016","00000211","05062017",,,,,,,,,,"Y",,"000066.000","0000044",,,"0000066","1",,,,,,"2000000",,,,,,,,,"000000022",,,,,,,,,"000000022",,,,"0000001",,,,,,,,,"0000001","05062017",,,,"3",,,"01","0047450",,,,,,"OA",,,,"01"
"NALTREXONE 50 MG TABLET MCK","00406117001","50",,,"NALTREXONE HCL","TA","06","00100",,,"00004.2751","00004.2751","00004.2751",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","Y",,"N",,,,,"Y",,,"1","9","0001",,"05042017","AB",,,,"00100.0000",,,,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"004518","01","H3T",,,"05032017","N","10142016","00000212",,,,,,,,,,,"Y",,"000200.000","0000255",,,"0000200","1",,,,,,"2000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,"01","0017070",,,,,,"TA",,,,"01"
"NALTREXONE 50 MG TABLET SUN","47335032683","50",,"0","NALTREXONE HCL","TA","06","00030",,,"00004.2750","00004.2750","00004.2750",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","Y",,"N",,,,,"Y",,,"1","9","0001",,"11032016","AB",,,,"00030.0000",,,,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"004518",,"H3T",,,"05032017","N","10152016","00000435",,,,,,,,,,,"Y",,,,,,,"1",,,,,,"4500000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,"00","0017070","00001.0000",,,,,"TA",,,,"01"
"NAPROXEN 375 MG TABLET AMN","65162018911","375",,,"NAPROXEN","TA","06","01000",,,"00000.8691","00000.8691","00000.8691",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","Y",,"Y",,,,,"Y",,,"1","9","0001",,"05042017","AB",,,,"01000.0000",,,,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"008361","01","S2B",,,"05032017","N","10142016","00000213","05062017",,,,,,,,,,"Y",,"000500.000","0000644",,,"0000500","1",,,,,,"2000000",,,,,,"000000656","000000568","000000258","000000322",,,,,,,"000000257","000000510","000000195","0000004","0000006","0000003","0000002",,,,,,,"0000004","0000004","0000003","05022017",,,,"2",,,"01","0035792",,,,,,"TA",,,,"01"
"NAPROXEN 375 MG TABLET CAM","31722034105","375",,,"NAPROXEN","TA","06","00500",,,"00000.9766","00000.9766","00000.9766",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","Y",,"Y",,,,,"Y",,,"1","9","0001",,"11052016","AB",,,,"00500.0000",,,,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"008361",,"S2B",,,"05032017","N","10152016","00000436",,,,,,,,,,,"Y",,,,,,,"1",,,,,,"2000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,"01","0035792",,,,,,"TA",,,,"01"
"NAPROXEN 500 MG TABLET CAM","31722034205","500",,,"NAPROXEN","TA","06","00500",,,"00001.1928","00001.1928","00001.1928",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","Y",,"Y",,,,,"Y",,,"1","9","0001",,"11052016","AB",,,,"00500.0000",,,,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"008362",,"S2B",,,"05032017","N","10152016","00000436","11012016",,,,,,,,,,"Y",,,,,,,"1",,,,,,"2000000",,,,,,,,,,,,,,,"000000051",,,"000000058",,,,,,,,,,"0000001",,,"0000001","11012016",,,,"2",,,"00","0035793",,,,,,"TA",,,,"01"
"NAPROXEN 500 MG TABLET GLN","68462019005","500",,,"NAPROXEN","TA","06","00500",,,"00001.1925","00001.1925","00001.1925",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","Y",,"Y",,,,,"Y",,,"1","9","0001",,"05042017","AB",,,,"00500.0000",,,,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"008362","01","S2B",,,"05032017","N","10142016","00000213","05062017",,,,,,,,,,"Y",,"003000.000","0001724",,,"0001181","1",,,,,,"2000000",,,,,,"000001594","000000542","000000523","000001276",,,,,,"000000088","000000640","000000784","000000238","0000017","0000005","0000008","0000011",,,,,,"0000002","0000005","0000006","0000003","05022017",,,,"2",,,"01","0035793",,,,,,"TA",,,,"01"
"NEO-POLYCIN EYE OINTMENT PAD","00574425035","3.5MG-400",,,"NEOMYCIN SU/BACITRA/POLYMYXIN","GM","06","00004",,,"00013.1350","00013.1350","00013.1350",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","Y",,"N",,,,,"Y",,,"1","9","0001",,"05042017","AT",,,,"00003.5000",,,,"3",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"048544","01","Q6W",,,"05032017","N","05042017","00000505",,,,,,,,,,,"Y",,"000012.000","0000004",,,"0000012","1",,,,,,"2000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,"01","0014283",,,,,,"OA",,,,"01"
"NEOMYC-BACIT-POLYMIX EYE OIBAU","24208078055","3.5MG-400",,"0","NEOMYCIN SU/BACITRA/POLYMYXIN","GM","06","00004",,,"00014.2375","00006.7400","00014.2375",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","Y",,"N",,,,,"Y",,,"1","9","0001",,"05042017","AT",,,,"00003.5000",,,,"3",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"048544",,"Q6W",,,"05032017","N","10142016","00000214","02142017",,,,,,,,,,"Y",,,"0000008",,,,"1",,,,,,"2000000",,,,,,,,,,,,,,,,,,"000000004",,,,,,,,,,,,,"0000001","02142017",,,,"2",,,"01","0014283",,,,,,"OA",,,,"01"
"NEOMYCIN 500 MG TABLET TEV","00093117701","500",,,"NEOMYCIN SULFATE","TA","06","00100",,,"00001.3640","00001.3640","00001.3640",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","Y",,"N",,,,,"Y",,,"1","9","0001",,"01032017","AA",,,,"00100.0000",,,,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"009284","01","W1F",,,"05032017","N","10152016","00000437",,,,,,,,,,,"Y",,,,,,,"1",,,,,,"2000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,"01","0041072",,,,,,"TA",,,,"01"
"NEOMYCIN-POLYMYXIN-HC EAR SFAL","61314064511","3.5-10K-1",,,"NEOMYCIN/POLYMYXIN B/HYDROCORT","ML","06","00010",,,"00005.7600","00005.7600","00005.7600",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","Y",,"N",,,,,"Y",,,"1","9","0001",,"05042017","AT",,,,"00010.0000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"048559","01","Q8W",,,"05032017","N","10142016","00000214",,,,,,,,,,,"Y",,"000030.000","0000030",,,"0000030","1",,,,,,"2000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,"01","0014025",,,,,,"SN",,,,"01"
"NEXIUM DR 40 MG CAPSULE AST","00186504054","40",,,"ESOMEPRAZOLE MAGNESIUM","CA","06","00090",,,"00010.0372","00010.0372","00010.0372",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","N",,"Y","2",,,,,,,"1","9","0001",,"11032016","AB",,,,"00090.0000",,,,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"047526","01","D4J",,,"05032017","N","10152016","00000507",,,,,,,,,,,"Y",,,,,,,"1",,,,,,"4500000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,"00","0012868",,,,,,"CE",,,,"01"
"NIACIN 500 MG TABLET MAJ","00904227260","500",,,"NIACIN","TA","07","00100",,,"00000.0430","00000.0430","00000.0430",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","Y",,"N",,,,,"Y",,,"1","9","0001",,"05042017","ZA",,,,"00100.0000",,,,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"002391","01","C6N",,,"05032017","N","10142016","00000242","04152017",,,,,,,,,,"Y",,"000180.000","0000206",,,"0000090","1",,,,,,"2000000",,,,,,"000000060",,,,,,,,,,,,"000000030","0000001",,,,,,,,,,,,"0000001","04152017",,,,"1",,,"01","0094881",,,,,,"TA",,,,"01"
"NIFEDICAL XL 30 MG TABLET TEV","00093081955","30",,,"NIFEDIPINE","TA","06","00300",,,"00001.3375","00001.3375","00001.3375",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","Y",,"Y",,,,,"Y",,,"1","9","0001",,"04162017","AB2",,,,"00300.0000","12142016",,,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"020616",,"A9A",,,"05032017","N","10142016","00000242","04292017",,,,,,,,,,"Y",,,"0000003",,,,"1",,,,,,"2000000",,,,,,"000000270",,"000000090",,,,,,,,"000000050",,"000000414","0000003",,"0000001",,,,,,,,"0000001",,"0000002","04152017",,,,"1",,,"01","0002221",,,,,,"EX",,,,"01"
"NIFEDIPINE ER 30 MG TABLET KRE","62175026055","30",,,"NIFEDIPINE","TA","06","00300",,,"00001.3103","00001.3103","00001.3103",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","Y",,"Y",,,,,"Y",,,"1","9","0001",,"05042017","AB2",,,,"00300.0000",,,,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"020616","01","A9A",,,"05032017","N","04162017","00001817","04292017",,,,,,,,,,"Y",,"000900.000","0001074",,,"0000847","1",,,,,,"2000000",,,,,,,,,,,,,,,,,,"000000126",,,,,,,,,,,,,"0000001","04292017",,,,"2",,,"01","0002221",,,,,,"EX",,,,"01"
"NIFEDIPINE ER 60 MG TABLET UDL","51079089620","60",,,"NIFEDIPINE","TA","06","00100",,,"00002.2915","00002.2915","00002.2915",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","Y",,"Y",,,,,"Y",,,"1","9","0001",,"05042017","AB2",,,,"00100.0000",,,,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"020617","01","A9A",,,"05032017","N","10152016","00000355","01102017",,,,,,,,,,"Y",,"000360.000","0000046",,,"0000312","0",,,,,,"2000000",,,,,,,,,,,,,,,,,,"000000134",,,,,,,,,,,,,"0000002","01102017",,,,"2",,,"01","0002222",,,,,,"EX",,,,"01"
